sat4.Earth.SMA            sat4.Earth.ECC            sat4.Earth.RadPer         sat4.Earth.Energy         sat4.Earth.HMAG           sat4.Earth.RMAG           sat4.EarthMJ2000Eq.VMAG   sat4.Earth.TA             sat4.EarthMJ2000Eq.FPA    
642589.9999999633         0.9850999999999994        9574.590999999826         -0.3101514507695597       87040.26367254966         9574.590999999833         9.09075527848147          0                         90                        
642589.0543522655         0.9850999780751066        9574.590998545254         -0.3101519071950207       87040.26318527015         9582.296775426663         9.087071799265649         3.262276287694061         88.38110837371306         
642586.9479087841         0.9850999292501078        9574.590986798172         -0.310152923893952        87040.26206146536         9650.501448476609         9.054661343937674         10.21503565776062         84.9309208356551          
642584.6611810363         0.9850998762604173        9574.590964755274         -0.310154027616683        87040.26079955793         9797.459369563478         8.98597881957644          17.41523314209842         81.35825050307197         
642582.391693846          0.9850998236785118        9574.590937321907         -0.3101551230257726       87040.25952208965         10016.65859158632         8.886348883369438         24.34692130419976         77.91931359931954         
642580.1043894301         0.9850997706855434        9574.590908309943         -0.3101562270424978       87040.25822843303         10317.612634081           8.75475353017622          31.25341443442133         74.49358479620196         
642577.7068636846         0.9850997151301305        9574.590883296396         -0.3101573842683578       87040.25689677313         10738.03887376262         8.580239619021965         38.5867607606789          70.8571703852479          
642575.6609827831         0.9850996676995188        9574.590876844792         -0.3101583717708536       87040.25582760837         11214.72361151867         8.394336444181533         45.14689602392588         67.6053372936138          
642574.0118337625         0.9850996294269186        9574.590896954625         -0.3101591677840219       87040.25507994991         11725.5186163125          8.207814626465741         50.92437690904034         64.74259443369685         
642572.6946100486         0.9850995987947804        9574.59095320879          -0.3101598035860321       87040.25466408576         12285.37292234112         8.016852709063439         56.26447685968333         62.09770694703668         
642571.7203495428         0.9850995760360964        9574.591060423067         -0.3101602738470746       87040.25465246757         12905.91965648056         7.819837077413279         61.32455673837778         59.59269390128622         
642571.1428551072         0.9850995623655975        9574.591239779276         -0.3101605525957147       87040.25516800457         13597.67324822374         7.61626031521935          66.18443441415108         57.18805656419232         
642571.0494825982         0.9850995597623434        9574.591521263721         -0.3101605976653907       87040.25639038606         14372.2269243213          7.405932208372898         70.89351115759013         54.85940505918042         
642571.5639368222         0.9850995710294044        9574.591946965165         -0.3101603493452991       87040.25857237159         15242.3350538694          7.188980102699072         75.48158096711136         52.59209095543645         
642572.8475797754         0.9850995998200591        9574.592573702806         -0.3101597297499517       87040.26205232064         16219.50663189348         6.966378437275922         79.95450899261064         50.38332074268823         
642575.0830101192         0.9850996502603881        9574.593470810893         -0.3101586507469065       87040.26723583628         17308.02615220291         6.740867134609553         84.28283953053332         48.24773529839285         
642578.4461815523         0.985099726310059         9574.594715362124         -0.3101570274171479       87040.27456005849         18503.91021965539         6.516327143427825         88.41995474431587         46.20838130059946         
642583.1173529781         0.9850998320061648        9574.596398561693         -0.3101547727724103       87040.28452805229         19805.37986365055         6.295349434534644         92.34663725917844         44.27471928751646         
642590.1379022609         0.9850999908455729        9574.598937288278         -0.310151384209874        87040.29954981917         21388.224830602           6.054137761338477         96.49055461761361         42.23647040131472         
642598.4756308047         0.9851001793802597        9574.602017417526         -0.3101473599892337       87040.31768348586         22957.1101346464          5.839980209448251         100.0604700393445         40.48281720483426         
642610.2469057383         0.9851004453255613        9574.606508126604         -0.3101416787386437       87040.34392586937         24844.85794524225         5.60953426476893          103.8006559493895         38.64811786643355         
642625.103969343          0.985100780619075         9574.612403728965         -0.3101345084699769       87040.37807436549         26895.62616373603         5.387046591424613         107.3229624303568         36.92309579428526         
642643.3646341751         0.9851011922255763        9574.619957193421         -0.3101256960202985       87040.4214314994          29096.67090582563         5.174756262638481         110.6110752486243         35.31559812021371         
642665.4968138158         0.9851016904703676        9574.629495547242         -0.3101150158800863       87040.47571009053         31453.56146193477         4.972433970302017         113.6850848082621         33.81561635569932         
642692.0757448641         0.9851022880704676        9574.641403840187         -0.3101021908804711       87040.54293912803         33977.161692147           4.779397530640942         116.5685764506844         32.41146540838452         
642723.7804771597         0.9851030000597333        9574.656119376248         -0.3100868939407206       87040.6254358984          36680.42085197628         4.594944598289368         119.2825468665213         31.09276399193035         
642761.4038043146         0.9851038440254751        9574.674125473633         -0.3100687433476885       87040.7257828146          39577.58292111378         4.418438695042847         121.8447825464527         29.85073266114398         
642805.8659764183         0.9851048404422936        9574.695938348368         -0.3100472962350214       87040.84677511254         42683.86834869113         4.249325976553212         124.2701526982736         28.67804388174352         
642858.2340454618         0.9851060131500794        9574.722084236289         -0.3100220393784454       87040.99132733558         46015.49434964217         4.087122995993153         126.5711917306311         27.56853228011768         
642919.7438839884         0.9851073899178715        9574.753059766157         -0.3099923787469852       87041.16230558175         49589.67300182985         3.931406973604785         128.7585372638791         26.51697652740557         
642991.8269136536         0.9851090031510101        9574.789268497456         -0.3099576268436204       87041.36225453677         53424.67708265459         3.781804401628157         130.8413143527738         25.51890868764169         
643076.1418836843         0.9851108907659659        9574.830922307376         -0.3099169876932679       87041.59296844029         57539.92285521461         3.637981543775574         132.8274363310906         24.57046513119539         
643174.6142541835         0.9851130973139812        9574.877892519695         -0.3098695382763292       87041.85483904542         61956.13107316127         3.499634842167965         134.7238655826302         23.66825801370297         
643289.4806543831         0.9851156753310878        9574.929486155757         -0.3098142076678494       87042.14586823284         66695.3754372375          3.366487419902986         136.5367605035873         22.80930216192641         
643423.3396640259         0.9851186869904417        9574.984115195723         -0.3097497533335796       87042.46020095266         71781.06249666979         3.238287526826617         138.2715756255841         21.99096466181066         
