sat2.Earth.SMA            sat2.Earth.ECC            sat2.Earth.RadPer         sat2.Earth.Energy         sat2.Earth.HMAG           sat2.Earth.RMAG           sat2.EarthMJ2000Eq.VMAG   sat2.Earth.TA             sat2.EarthMJ2000Eq.FPA    
642589.9999999339         0.9850999999999988        9574.590999999815         -0.310151450769574        87040.26367254996         9574.5909999999           9.090755278481437         0                         90                        
642588.757673853          0.9850999711937958        9574.590999883394         -0.3101520503898314       87040.26304049014         9582.296774071896         9.087071784154769         3.262275723516326         88.3811086593812          
642586.2445082377         0.9850999129186367        9574.591000458922         -0.3101532633997195       87040.26176551638         9650.825822108018         9.054507985871759         10.23672211591805         84.92015968945157         
642583.8968035026         0.9850998584711429        9574.591006536695         -0.3101543965564773       87040.26059946863         9798.041127510653         8.985709954247067         17.43760156203246         81.34715229257023         
642581.9357327855         0.9850998129710075        9574.591023870567         -0.3101553431045687       87040.25968074008         10017.484255128           8.885979757788366         24.36897410546146         77.90837388509463         
642580.3518686856         0.9850997761868183        9574.591060796451         -0.3101561075909274       87040.25904214836         10318.73496096948         8.754273567903017         31.275865337428           74.48245015522062         
642579.1913398167         0.9850997491604339        9574.591135248837         -0.3101566677477479       87040.25878805206         10739.60961544103         8.579606932837875         38.61089103389607         70.84520656841264         
642578.7448903958         0.9850997386290825        9574.591250263009         -0.3101568832377026       87040.25907995221         11216.41302492789         8.393698855655694         45.16782911993502         67.59496203387319         
642578.9508113854         0.9850997431568512        9574.591409090704         -0.3101567838447608       87040.25990114809         11727.35074691083         8.207167846126806         50.94333908968016         64.73319907554129         
642579.7789700581         0.9850997620236187        9574.591625464356         -0.3101563841138031       87040.26129827189         12287.40849169869         8.01618265027952          56.28238997737295         62.08883430340234         
642581.2787432864         0.9850997963463763        9574.591917280877         -0.3101556602143418       87040.26337715908         12908.20029937569         7.819139817453533         61.34179215033784         59.58415982398741         
642583.5445094785         0.9850998482775742        9574.592307525356         -0.3101545665974648       87040.26628947524         13600.29869893865         7.615518068414547         66.20157272534897         57.1795736345708          
642586.7106851951         0.9850999208870747        9574.592826123877         -0.310153038393036        87040.27023854924         14375.17353939472         7.405165572923217         70.91017722132692         54.85115880456375         
642590.9540875558         0.985100018213947         9574.593511787005         -0.3101509902718682       87040.27548888201         15245.60826260773         7.188200367848933         75.49764284890026         52.58414635063449         
642596.4828900333         0.9851001450112904        9574.594411316308         -0.3101483217798844       87040.28235740996         16223.15307550875         6.965587113674282         79.97003984816537         50.37564128901931         
642603.4912751979         0.9851003057056767        9574.595572465269         -0.310144939229172        87040.29115823661         17312.05883626053         6.740073292617378         84.29776019210802         48.24035957392738         
642612.125220107          0.9851005036152085        9574.597036540161         -0.3101407722142433       87040.30215185929         18508.32292474519         6.515541439979324         88.43416705816924         46.20135697347681         
642622.5395037278         0.9851007422611513        9574.598844859524         -0.3101357461005207       87040.31560328208         19810.16938637989         6.294579482202827         92.36010137798425         44.26806502940762         
642636.525985264          0.9851010626695423        9574.601326917475         -0.3101289962384897       87040.33390961114         21393.55435505118         6.053374550903378         96.50346553208404         42.23008928842474         
642651.7204563757         0.985101410671295         9574.604064465284         -0.3101216637348578       87040.35398217749         22962.94181913379         5.83922951131986          100.0728368518964         40.47670355146209         
642671.6489089422         0.9851018670444406        9574.607672214024         -0.3101120472458216       87040.38038600518         24851.21417812919         5.608807979360744         103.8123163375063         38.64234988020699         
642695.2218446917         0.9851024069097687        9574.611896078157         -0.3101006728787556       87040.41142074106         26902.45395051962         5.386354606043201         107.3338275225327         36.91771508112993         
642722.6396366666         0.985103035017236         9574.616656297099         -0.3100874443487243       87040.44682797678         29103.99392916006         5.174097508131942         110.6212249352564         35.31056342702284         
642754.3243015718         0.9851037613088446        9574.62183456853          -0.3100721585445001       87040.48628795083         31461.49611916637         4.971799790503016         113.694702198427          33.81083612423738         
642790.8127562898         0.9851045985248446        9574.627220546407         -0.3100545570889537       87040.52912386456         33985.63561926752         4.77879543745755          116.5775913374357         32.40697164189886         
642832.7445799044         0.985105561996475         9574.632460781186         -0.3100343323055892       87040.57406528053         36689.44885224792         4.594374068111533         119.2910067436089         31.0885311242214          
642880.8612998547         0.9851066697313325        9574.636990744133         -0.3100111276404007       87040.6189409842          39587.1642681364          4.417900016182426         121.8527197343856         29.84674238255123         
642936.0213627891         0.9851079428979194        9574.639943119191         -0.3099845305409339       87040.66027278629         42694.17244936718         4.248810325859098         124.2777281394864         28.67421561637267         
642999.2086125045         0.9851094062134794        9574.64002050301          -0.3099540684973157       87040.69270538409         46026.53816344707         4.086631054983465         126.5784284091871         27.56485222001277         
643071.5611425613         0.9851110888744696        9574.635321207663         -0.3099191953005951       87040.70823494415         49601.51659574441         3.930937372658533         128.7654891072408         26.51341577988307         
643154.3931907834         0.9851130254272251        9574.623097799651         -0.3098792807139858       87040.69513064792         53437.41311577101         3.781354888335035         130.848050540413          25.51543091334955         
643249.2248021764         0.9851152569547037        9574.599425266431         -0.3098335964746672       87040.63645231271         57553.62044710138         3.637551251482479         132.8340115337695         24.5670407578959          
643357.8230270121         0.985117832721272         9574.558742366306         -0.3097812968408284       87040.50800155972         61970.86988223474         3.499222806809576         134.7303429170974         23.66485311640319         
643482.2453253316         0.9851208121288719        9574.493219930933         -0.3097213982170368       87040.2754930794          66711.2005212006          3.366093839266168         136.5431968806836         22.80588526352523         
643624.8975585513         0.9851242673749414        9574.391886911735         -0.3096527519460501       87039.89063975861         71798.10952818485         3.237910315199896         138.2780716455995         21.98748290635878         
643788.6029369094         0.9851282868667547        9574.239421330487         -0.3095740120915611       87039.28573062192         77256.59990248649         3.114437815611845         139.9399027848565         21.20727457015903         
643976.6897503301         0.9851329797756974        9574.014470497625         -0.3094835945494685       87038.36609267947         83113.28399249674         2.995458441644739         141.5331568673002         20.46312522075651         
644193.100736915          0.9851384820798645        9573.68731062929          -0.3093796262673623       87036.99958010556         89396.45053745994         2.880769104198973         143.0618975471197         19.75310311944715         
644442.539121311          0.9851449648727737        9573.216556125986         -0.3092598775706881       87035.00178821612         96136.31175634725         2.770177180539394         144.5298800926386         19.07543372054881         
644719.0470892818         0.9851523321212551        9572.574286282563         -0.3091272417804038       87032.24363374362         103084.1728898497         2.667440722107149         145.8885653432906         18.45225826636866         
645006.1174701318         0.9851601863136205        9571.770609831794         -0.3089896597131561       87028.76227391307         109808.7106522419         2.577193506134586         147.0783915286894         17.91007720340848         
645303.7309156937         0.9851685533928708        9570.787830457384         -0.3088471539862176       87024.47772539676         116333.8066473718         2.496999692512239         148.1330190676181         17.43255190813991         
645611.943336573          0.9851774617596005        9569.607718564972         -0.3086997116565113       87019.30759471674         122679.1939157173         2.425047873453881         149.0773292319364         17.00762718911663         
645930.8717073926         0.9851869421046522        9568.211398994088         -0.3085472911724882       87013.16655499098         128861.4113016439         2.359958383228996         149.9301772456795         16.62618340472324         
646260.6845162458         0.9851970273430474        9566.579242157477         -0.3083898270853114       87005.96583897661         134894.4923287628         2.30065877848389          150.7061569501723         16.28117361667514         
646601.5952507891         0.985207752616554         9564.69075548048          -0.3082272332976537       86997.61273325923         140790.4735154606         2.246300677513579         151.4167711615836         15.96705204774475         
