sat3.Earth.SMA            sat3.Earth.ECC            sat3.Earth.RadPer         sat3.Earth.Energy         sat3.Earth.HMAG           sat3.Earth.RMAG           sat3.EarthMJ2000Eq.VMAG   sat3.Earth.TA             sat3.EarthMJ2000Eq.FPA    
642589.9999999633         0.9850999999999994        9574.590999999826         -0.3101514507695597       87040.26367254966         9574.590999999833         9.09075527848147          0                         90                        
642590.1605834939         0.9851000037255835        9574.59099867077          -0.3101513732625918       87040.26374818555         9582.296775368994         9.087071858050567         3.262276227545398         88.38110838232079         
642590.3446133513         0.9851000080116933        9574.590986502186         -0.3101512844391081       87040.26378684102         9651.17198120544          9.054344595108615         10.2598150681003          84.9087003294007          
642590.2962668807         0.9851000069327522        9574.590959457209         -0.3101513077739142       87040.2636402573          9798.658151353393         8.985425203822588         17.46129554362092         81.33539565630387         
642590.0070654016         0.9851000002924724        9574.590917334672         -0.3101514473593667       87040.26330321749         10018.3492198581          8.885593575197142         24.39205688232532         77.89692199182605         
642589.462105042          0.9850999877508015        9574.590856570972         -0.3101517103892704       87040.26275206776         10319.92820239589         8.75376385254099          31.29971978412742         74.47061775449173         
642588.573819029          0.9850999672932508        9574.590766886869         -0.3101521391292721       87040.26189592037         10741.27393069111         8.578937146151153         38.63644631136042         70.83253439247481         
642587.4795325686         0.9850999420860684        9574.590659802585         -0.3101526672990502       87040.26085655436         11218.18030000063         8.393032352507429         45.18972475761269         67.58410815062673         
642586.2517325244         0.9850999138029506        9574.590539853505         -0.3101532599128163       87040.25969127897         11729.26368708117         8.206492825770235         50.96314294641965         64.72338597918146         
642584.8713007581         0.9850998820054619        9574.590403886345         -0.3101539261989856       87040.25837614796         12289.50121656946         8.01549381857024          56.30081833167665         62.07970721417934         
642583.3215652761         0.9850998463101024        9574.590249887511         -0.3101546742055525       87040.25689360226         12910.54222499368         7.81842353361291          61.35951042269186         59.57538971823438         
642581.5885293258         0.9850998063933519        9574.590077154422         -0.3101555106895262       87040.25523335383         13602.91102484825         7.61477883890336          66.21865332290207         57.1711254834082          
642579.6583091422         0.9850997619316834        9574.58988666378          -0.3101564423536693       87040.25339275165         14378.128209892           7.404395594506482         70.92692726246564         54.84288182400847         
642577.5187194061         0.9850997126363145        9574.589682363174         -0.3101574750812723       87040.25138340623         15248.96147017123         7.187399599709192         75.51414873422326         52.57599937759827         
642575.1677086932         0.9850996584447547        9574.58947377858          -0.310158609864537        87040.2492472477          16226.88695980009         6.964773936168648         79.986010061808           50.36777014890892         
642572.628652502          0.9850995998698595        9574.589279598456         -0.3101598354227129       87040.24708046447         17316.1794286906          6.739258142784029         84.31309155592012         48.23281715534653         
642569.9511437474         0.9850995380155739        9574.589129351927         -0.3101611278200203       87040.24504148198         18512.81781958579         6.514735725045366         88.44875119796134         46.19419879078208         
642567.1847490796         0.9850994739689105        9574.58906307755          -0.31016246313267         87040.24333611918         19815.07508559141         6.293783802017209         92.37402431138477         44.26125099683462         
642564.0445406077         0.9850994010068518        9574.589155115025         -0.3101639788956554       87040.24215488833         21398.9660255618          6.052590333592363         96.51673875256112         42.22361918050053         
642561.1908272025         0.9850993343306291        9574.589476628962         -0.3101653563817485       87040.24215452153         22968.87220488531         5.838454442650463         100.0856084873641         40.47050597254037         
642558.1168918451         0.9850992618701668        9574.590233004115         -0.3101668401825606       87040.24400395139         24857.68225595355         5.608054054649258         103.8244168919037         38.6365155536208          
642555.2416522912         0.9850991930629227        9574.591602267836         -0.3101682280849687       87040.24871928217         26909.42709108388         5.385629203439839         107.3452019683147         36.91227653517043         
642552.7125855401         0.9850991309549324        9574.593824790094         -0.3101694488971098       87040.25745986414         29111.4738871981          5.17340149226967          110.6319149540858         35.30550628903656         
642550.6626320245         0.9850990781355186        9574.597217850573         -0.3101704384423538       87040.27172461618         31469.52074642009         4.971130178233651         113.7047960127348         33.80612435086216         
642549.2414416183         0.9850990374274754        9574.602197725628         -0.3101711244773266       87040.29346755374         33994.21894102746         4.778151311736699         116.5871338829361         32.40259167784534         
642548.6256487672         0.9850990120797427        9574.609308970204         -0.3101714217329015       87040.32523510545         36698.67316032228         4.593749821551483         119.3001019662042         31.08444236253962         
642549.0261450841         0.9850990058807783        9574.619259899557         -0.3101712284052223       87040.3703298675          39597.14142818737         4.417289472190933         121.8614684970926         29.84290781568123         
